,PLAYER,TEAM,GP,MPG,AST,APG,TO,TOPG,AP40M,AST/TO,RK,YEAR
92,"Jeremy Major, G",PEPP,31,30.2,138,4.5,69,2.2,5.9,2.00,93,2014
93,"Deonte Burton, G",NEV,32,38.6,142,4.4,65,2.0,4.6,2.18,94,2014
94,"Austin Tillotson, G",COLG,30,34.0,133,4.4,64,2.1,5.2,2.08,95,2014
95,"DeAndre Mathieu, G",MINN,33,30.4,146,4.4,86,2.6,5.8,1.70,96,2014
96,"Devonta White, G",GAST,33,32.9,145,4.4,57,1.7,5.3,2.54,97,2014
97,"Kendrick Perry, G",YSU,32,36.5,140,4.4,60,1.9,4.8,2.33,98,2014
98,"John-Caleb Sanders, G",LIB,32,30.7,140,4.4,79,2.5,5.7,1.77,99,2014
99,"Halil Kanacevic, C",JOES,33,31.8,144,4.4,95,2.9,5.5,1.52,100,2014
0,"Jalan West, G",NWST,31,34.4,239,7.7,89,2.9,9.0,2.69,1,2015
1,"Kris Dunn, G",PROV,32,34.1,243,7.6,131,4.1,8.9,1.85,2,2015
2,"Kay Felder, G",OAK,32,38.5,241,7.5,133,4.2,7.8,1.81,3,2015
3,"Tyler Strange, G",WEBB,34,34.2,252,7.4,82,2.4,8.7,3.07,4,2015
4,"Speedy Smith, G",LT,33,33.2,241,7.3,79,2.4,8.8,3.05,5,2015
5,"Brett Comer, G",FGCU,32,32.0,229,7.2,78,2.4,8.9,2.94,6,2015
6,"Jerian Grant, G",ND,34,36.6,226,6.6,73,2.1,7.3,3.10,7,2015
7,"Christopher Anderson, G",USD,30,32.4,197,6.6,85,2.8,8.1,2.32,8,2015
8,"Juan'ya Green, G",HOF,33,36.5,215,6.5,85,2.6,7.1,2.53,9,2015
9,"T.J. McConnell, G",ARIZ,34,29.9,218,6.4,67,2.0,8.6,3.25,10,2015
10,"Nimrod Hilliard, G",NCCU,30,35.2,191,6.4,86,2.9,7.2,2.22,11,2015
11,"Dee Davis, G",XAV,34,32.5,209,6.1,81,2.4,7.6,2.58,12,2015
12,"Chris Fowler, G",CMU,31,34.0,188,6.1,87,2.8,7.1,2.16,13,2015
13,"Reece Chamberlain, G",BEL,32,31.2,194,6.1,81,2.5,7.8,2.40,14,2015
14,"Rakiya Battle, G",AAMU,29,29.6,174,6.0,86,3.0,8.1,2.02,15,2015
15,"Shannon Scott, G",OSU,33,30.1,196,5.9,76,2.3,7.9,2.58,16,2015
16,"Nigel Williams-Goss, G",WASH,30,36.8,177,5.9,85,2.8,6.4,2.08,17,2015
17,"Kyle Collinsworth, G",BYU,32,31.0,187,5.8,91,2.8,7.5,2.05,18,2015
18,"Kahron Ross, G",LEH,30,31.6,175,5.8,70,2.3,7.4,2.50,19,2015
19,"Cameron Payne, G",MURR,32,32.4,186,5.8,79,2.5,7.2,2.35,20,2015
20,"Phil Gaetano, G",SHU,32,30.9,185,5.8,84,2.6,7.5,2.20,21,2015
21,"Tyus Jones, G",DUKE,33,33.4,190,5.8,68,2.1,6.9,2.79,22,2015
22,"Alec Wintering, G",PORT,32,32.2,183,5.7,80,2.5,7.1,2.29,23,2015
23,"Alex Caruso, G",TAMU,31,31.2,173,5.6,95,3.1,7.1,1.82,24,2015
24,"Eric Washington, G",M-OH,32,32.2,176,5.5,108,3.4,6.8,1.63,25,2015
25,"Pierria Henry, G",CHAR,32,31.3,173,5.4,79,2.5,6.9,2.19,26,2015
26,"Nick Lindner, G",LAF,30,32.0,161,5.4,56,1.9,6.7,2.88,27,2015
27,"Roderick Bobbitt, G",HAW,35,33.0,187,5.3,96,2.7,6.5,1.95,28,2015
28,"Mike Scott, G",IDHO,30,30.0,160,5.3,48,1.6,7.1,3.33,29,2015
29,"Fred VanVleet, G",WICH,32,31.0,170,5.3,53,1.7,6.9,3.21,30,2015
30,"Delon Wright, G",UTAH,32,33.1,169,5.3,57,1.8,6.4,2.96,31,2015
31,"Brent Jones, G",SFNY,34,34.0,179,5.3,116,3.4,6.2,1.54,32,2015
32,"Jamel Waters, G",ALST,29,32.4,152,5.2,71,2.4,6.5,2.14,33,2015
33,"Anthony Collins, G",USF,32,33.9,167,5.2,76,2.4,6.2,2.20,34,2015
34,"Nic Moore, G",SMU,33,34.5,172,5.2,85,2.6,6.0,2.02,35,2015
35,"Monte Morris, G",ISU,33,33.8,172,5.2,35,1.1,6.2,4.91,36,2015
36,"Travis Trice, G",MSU,34,32.9,176,5.2,58,1.7,6.3,3.03,37,2015
37,"John Jordan, G",AMCC,32,35.7,165,5.2,84,2.6,5.8,1.96,38,2015
38,"James Robinson, G",PITT,33,33.9,169,5.1,55,1.7,6.0,3.07,39,2015
39,"D'Angelo Russell, G",OSU,33,33.5,168,5.1,97,2.9,6.1,1.73,40,2015
40,"Marquis Wright, G",SIE,31,36.6,157,5.1,78,2.5,5.5,2.01,41,2015
41,"A.J. English, G",IONA,33,37.3,166,5.0,120,3.6,5.4,1.38,42,2015
42,"Bryce Alford, G",UCLA,33,36.1,166,5.0,83,2.5,5.6,2.00,43,2015
43,"Kevin Pangos, G",GONZ,34,33.1,170,5.0,46,1.4,6.0,3.70,44,2015
44,"Kris Yanku, G",NAU,32,30.0,160,5.0,97,3.0,6.7,1.65,45,2015
45,"Mikh McKinney, G",SAC,30,37.0,149,5.0,62,2.1,5.4,2.40,46,2015
46,"Kory Holden, G",DEL,29,34.1,144,5.0,95,3.3,5.8,1.52,47,2015
47,"Yogi Ferrell, G",IND,33,34.9,163,4.9,63,1.9,5.7,2.59,48,2015
48,"Mitchell Badillo, G",IW,26,31.2,127,4.9,56,2.2,6.3,2.27,49,2015
49,"Taariq Cephas, G",COPP,31,31.6,151,4.9,69,2.2,6.2,2.19,50,2015
50,"Tre Hagood, G",PV,33,35.0,160,4.8,112,3.4,5.5,1.43,51,2015
51,"Jack Gibbs, G",DAV,24,29.8,116,4.8,57,2.4,6.5,2.04,52,2015
52,"Drew Brandon, G",EWU,33,33.3,159,4.8,62,1.9,5.8,2.56,53,2015
53,"P.J. Hardwick, G",ARST,27,28.7,130,4.8,59,2.2,6.7,2.20,54,2015
54,"Dylan Cox, G",ARMY,30,27.8,144,4.8,75,2.5,6.9,1.92,55,2015
55,"Shane McLaughlin, G",BRY,31,36.7,148,4.8,83,2.7,5.2,1.78,56,2015
56,"London Perrantes, G",UVA,30,33.2,143,4.8,47,1.6,5.7,3.04,57,2015
57,"Shannon Evans II, G",BUFF,32,34.4,151,4.7,82,2.6,5.5,1.84,58,2015
58,"Derrick Wilson, G",MARQ,32,32.9,150,4.7,51,1.6,5.7,2.94,59,2015
59,"DJ Cole, G",YSU,32,32.4,150,4.7,87,2.7,5.8,1.72,60,2015
60,"Bryant McIntosh, G",NW,32,33.3,150,4.7,79,2.5,5.6,1.90,61,2015
61,"Marcus Colbert, G",MTST,30,30.2,140,4.7,93,3.1,6.2,1.51,62,2015
62,"Phillip Leonard, G",MER,33,27.2,153,4.6,62,1.9,6.8,2.47,63,2015
63,"Juwan Staten, G",WVU,27,31.0,125,4.6,53,2.0,6.0,2.36,64,2015
64,"Jarvis Summers, G",MISS,31,29.1,143,4.6,65,2.1,6.3,2.20,65,2015
65,"Marcus Paige, G",UNC,35,32.9,161,4.6,68,1.9,5.6,2.37,66,2015
66,"Zay Jackson, G",SELA,25,36.6,115,4.6,100,4.0,5.0,1.15,67,2015
67,"Steve McWhorter, G",MILW,30,35.0,137,4.6,68,2.3,5.2,2.01,68,2015
68,"Max Guercy, G",RICE,32,33.0,145,4.5,82,2.6,5.5,1.77,69,2015
69,"Rashad Madden, G",ARK,34,27.1,154,4.5,78,2.3,6.7,1.97,70,2015
70,"Kareem Storey, G",MORE,31,30.1,140,4.5,76,2.5,6.0,1.84,71,2015
71,"Cornell Johnston, G",EIU,31,34.6,140,4.5,76,2.5,5.2,1.84,72,2015
72,"Kasey Hill, G",FLA,33,30.3,149,4.5,72,2.2,6.0,2.07,73,2015
73,"Kavon Stewart, G",RMU,32,28.1,144,4.5,82,2.6,6.4,1.76,74,2015
74,"Landon Drew, G",CSN,31,26.4,139,4.5,56,1.8,6.8,2.48,75,2015
75,"Wade Baldwin IV, G",VAN,32,28.7,142,4.4,63,2.0,6.2,2.25,76,2015
76,"Deville Smith, G",UTM,30,35.9,133,4.4,86,2.9,4.9,1.55,77,2015
77,"Jonathan Stark, G",TULN,31,31.8,137,4.4,76,2.5,5.6,1.80,78,2015
78,"Dorrian Williams, G",MOST,29,31.7,128,4.4,80,2.8,5.6,1.60,79,2015
79,"Denzel Valentine, G",MSU,34,33.3,149,4.4,85,2.5,5.3,1.75,80,2015
80,"Julius Brown, G",TOL,33,33.3,144,4.4,74,2.2,5.2,1.95,81,2015
81,"Siyani Chambers, G",HARV,29,34.4,126,4.3,69,2.4,5.1,1.83,82,2015
82,"Ron Curry, G",JMU,32,35.5,139,4.3,74,2.3,4.9,1.88,83,2015
83,"DeAndre Mathieu, G",MINN,33,28.4,143,4.3,54,1.6,6.1,2.65,84,2015
84,"Lamonte Bearden, G",BUFF,32,29.3,138,4.3,67,2.1,5.9,2.06,85,2015
85,"Mike Martin, G",UCA,28,33.1,120,4.3,97,3.5,5.2,1.24,86,2015
86,"Andre Smith, G",WIN,32,30.9,137,4.3,61,1.9,5.5,2.25,87,2015
87,"Fred Miller, G",UPST,32,31.8,137,4.3,89,2.8,5.4,1.54,88,2015
88,"Will Cummings, G",TEM,32,34.0,137,4.3,64,2.0,5.0,2.14,89,2015
89,"Codi Miller-McIntyre, G",WAKE,32,31.5,137,4.3,80,2.5,5.4,1.71,90,2015
90,"Xavier Rathan-Mayes, G",FSU,32,34.7,137,4.3,108,3.4,4.9,1.27,91,2015
91,"Kyan Anderson, G",TCU,33,32.0,141,4.3,84,2.5,5.3,1.68,92,2015
92,"Mike Talley, G",EMU,34,29.5,145,4.3,60,1.8,5.8,2.42,93,2015
93,"Madarious Gibbs, G",TXSO,31,38.5,132,4.3,89,2.9,4.4,1.48,94,2015
94,"Jabari Sandifer, G",WIU,28,29.4,119,4.3,61,2.2,5.8,1.95,95,2015
95,"Devin Wilson, G",VT,33,30.0,140,4.2,63,1.9,5.7,2.22,96,2015
96,"Wesley Saunders, G",HARV,29,34.2,123,4.2,76,2.6,5.0,1.62,97,2015
97,"Petey McClain, G",ETSU,30,21.0,127,4.2,41,1.4,8.1,3.10,98,2015
98,"Quinton Hooker, G",UND,30,34.2,127,4.2,67,2.2,5.0,1.90,99,2015
99,"Brandon Goodwin, G",UCF,30,33.8,127,4.2,88,2.9,5.0,1.44,100,2015
