,PLAYER,TEAM,GP,MPG,PTS,FGM-FGA,FG%,3PM-3PA,3P%,FTM-FTA,FT%,RK,YEAR
29,"Jamal Olasewere, F",LIU,31,30.1,18.9,6.2-11.9,.519,0.6-1.9,.333,5.8-8.4,.696,30,2013
30,"Marcus Thornton, G",W&M;,30,36.3,18.8,6.0-13.7,.440,3.1-7.1,.435,3.7-4.4,.827,31,2013
31,"Davon Usher, G",MVSU,28,32.7,18.8,5.6-13.5,.417,2.2-5.5,.396,5.3-6.8,.780,32,2013
32,"Ray McCallum, G",DET,32,36.6,18.8,6.6-13.2,.496,1.3-4.0,.331,4.3-6.2,.706,33,2013
33,"Kyle Randall, G",CMU,31,34.5,18.7,5.6-13.4,.423,2.1-5.4,.393,5.3-6.2,.855,34,2013
34,"Allen Crabbe, G",CAL,31,36.2,18.7,6.6-14.3,.462,2.0-5.6,.349,3.5-4.3,.813,35,2013
35,"Brock Motum, F",WSU,32,35.3,18.7,6.8-14.8,.456,1.4-4.2,.336,3.8-5.1,.741,36,2013
36,"Trevis Simpson, G-F",UNCG,29,29.6,18.7,6.4-15.9,.406,2.2-6.5,.340,3.6-4.4,.798,37,2013
37,"Maurice Kemp, F",ECU,30,33.7,18.6,6.6-12.9,.508,0.4-1.7,.255,5.1-6.6,.768,38,2013
38,"Kentavious Caldwell-Pope, G",UGA,32,33.9,18.5,5.8-13.4,.433,2.6-7.0,.373,4.2-5.3,.799,39,2013
39,"Antoine Mason, G",NIAG,28,36.3,18.5,5.8-13.0,.442,1.2-3.8,.318,5.8-7.3,.785,40,2013
40,"Kwame Vaughn, G",CSF,32,34.9,18.4,5.6-12.5,.449,1.6-4.2,.373,5.6-6.7,.837,41,2013
41,"Trey Sumler, G",WCU,32,37.7,18.4,6.2-14.1,.438,1.7-4.7,.362,4.4-5.3,.833,42,2013
42,"Jahii Carson, G",ASU,33,37.2,18.3,6.6-14.1,.471,1.0-3.1,.317,4.1-5.6,.730,43,2013
43,"Ian Clark, G",BEL,32,33.3,18.1,6.5-12.1,.541,3.1-6.7,.463,2.0-2.3,.840,44,2013
44,"Tyler Brown, G",ILST,32,29.6,18.1,5.7-12.8,.440,2.5-6.4,.390,4.3-5.3,.806,45,2013
45,"Russ Smith, G",LOU,34,29.9,18.1,5.6-13.7,.408,1.5-4.5,.333,5.4-6.5,.828,46,2013
46,"Javon McCrea, F",BUFF,34,30.0,18.0,7.1-12.7,.557,0.0-0.0,.000,3.9-5.4,.708,47,2013
47,"Kevin Foster, G",SCU,32,31.8,17.9,5.9-15.4,.385,3.0-8.5,.353,3.1-3.8,.810,48,2013
48,"Rian Pearson, G",TOL,28,33.3,17.9,6.1-13.6,.453,0.2-1.0,.214,5.4-7.4,.734,49,2013
49,"Gabe Rogers, G",NAU,32,34.8,17.9,6.3-16.2,.391,3.0-8.1,.367,2.3-2.8,.813,50,2013
50,"Joe Young, G",HOU,30,32.7,17.9,5.7-12.4,.458,2.0-4.7,.421,4.5-5.2,.877,51,2013
51,"D.J. Seeley, G",CSF,28,32.8,17.9,5.9-12.6,.472,2.3-5.5,.412,3.8-4.6,.808,52,2013
52,"Joel Wright, F",TXST,34,26.8,17.9,5.7-12.4,.459,0.5-1.6,.321,5.9-7.7,.771,53,2013
53,"Adrien Coleman, F",COOK,34,35.9,17.8,6.9-12.7,.539,0.2-1.0,.229,3.9-7.7,.504,54,2013
54,"D'Angelo Harrison, G",SJU,27,35.0,17.8,5.7-14.6,.394,2.1-6.8,.315,4.2-5.4,.769,55,2013
55,"Shabazz Muhammad, G-F",UCLA,31,30.6,17.8,6.3-14.1,.447,1.3-3.2,.400,3.9-5.5,.706,56,2013
56,"Roberto Nelson, G",ORST,32,31.3,17.8,5.6-12.6,.443,1.8-4.4,.397,4.8-6.3,.767,57,2013
57,"Jeremy Atkinson, F",UNCA,32,34.4,17.8,6.2-12.8,.482,0.9-2.8,.318,4.5-5.6,.810,58,2013
58,"Dyami Starks, G",BRY,30,33.4,17.7,6.3-13.8,.453,3.0-7.5,.403,2.2-2.6,.844,59,2013
59,"Tamir Jackson, G",RICE,31,35.2,17.7,6.3-16.3,.387,1.5-5.6,.270,3.5-5.1,.696,60,2013
60,"Ella Ellis, F",ARMY,31,27.1,17.7,4.8-10.7,.449,2.3-5.5,.419,5.7-6.7,.852,61,2013
61,"Michael Lyons, G",AFA,30,31.6,17.7,6.4-13.5,.472,1.7-5.4,.323,3.2-4.4,.722,62,2013
62,"Josh Davis, F",TULN,33,35.6,17.6,5.9-11.9,.495,0.0-0.1,.500,5.8-8.0,.721,63,2013
63,"Brandon Davies, F",BYU,32,28.9,17.6,6.4-12.0,.533,0.1-0.4,.308,4.8-7.0,.676,64,2013
64,"Jackson Stevenett, F",SUU,30,33.8,17.6,6.1-13.7,.449,0.8-2.6,.299,4.6-5.3,.867,65,2013
65,"Elston Turner, G",TAMU,32,35.6,17.5,6.2-14.6,.426,2.3-6.4,.361,2.8-3.3,.848,66,2013
66,"Kelly Olynyk, F",GONZ,30,25.7,17.5,6.6-10.2,.652,0.3-0.9,.346,3.9-5.0,.785,67,2013
67,"Jackie Carmichael, F",ILST,33,30.6,17.4,6.5-12.2,.527,0.1-0.3,.182,4.5-6.5,.681,68,2013
68,"Murphy Burnatowski, F",COLG,32,30.4,17.4,6.3-14.8,.428,2.2-6.2,.350,2.6-3.5,.732,69,2013
69,"Alex Francis, F",BRY,30,34.9,17.4,6.8-12.0,.568,0.0-0.3,.000,3.7-6.2,.605,70,2013
70,"Xavier Munford, G",URI,29,35.4,17.4,5.8-14.7,.394,2.3-6.8,.343,3.4-4.8,.714,71,2013
71,"Anthony Drmic, G",BSU,31,31.9,17.3,5.7-12.3,.461,2.4-6.3,.387,3.5-4.6,.775,72,2013
72,"Torrey Craig, F",UPST,33,31.0,17.2,5.9-13.8,.427,2.4-6.5,.364,3.1-4.4,.715,73,2013
73,"Mason Plumlee, F",DUKE,32,34.8,17.2,6.2-10.4,.592,0.0-0.0,.000,4.9-7.3,.671,74,2013
74,"Kannon Burrage, G",UTSA,32,35.0,17.2,5.8-15.2,.379,1.8-5.4,.335,3.9-5.1,.762,75,2013
75,"Kyle Barone, C",IDHO,30,34.0,17.2,6.0-10.0,.597,0.0-0.0,.000,5.3-6.7,.782,76,2013
76,"Travis Betran, G",PEAY,31,34.5,17.2,5.7-13.4,.430,2.7-6.6,.412,3.0-3.5,.844,77,2013
77,"Damion Lee, G",DREX,27,33.0,17.1,5.6-13.3,.425,2.3-6.4,.360,3.6-4.3,.829,78,2013
78,"Alan Williams, C",UCSB,28,28.3,17.1,6.2-13.3,.469,0.0-0.0,.000,4.7-6.5,.724,79,2013
79,"Jerrelle Benimon, F",TOWS,31,36.0,17.1,6.1-11.4,.533,0.6-1.6,.408,4.3-6.6,.654,80,2013
80,"Shabazz Napier, G",CONN,28,37.3,17.1,5.2-11.8,.441,2.4-6.1,.398,4.2-5.1,.819,81,2013
81,"Keith Rendleman, F",UNCW,30,33.9,17.0,6.2-11.6,.539,0.3-0.7,.381,4.3-7.3,.592,82,2013
82,"Seth Curry, G",DUKE,31,31.7,17.0,5.5-11.9,.463,2.7-6.2,.430,3.3-4.1,.817,83,2013
83,"R.J. Hunter, G",GAST,31,33.5,17.0,5.6-12.9,.439,2.4-6.5,.365,3.4-4.3,.776,84,2013
84,"Ramon Galloway, G",LAS,30,32.7,17.0,5.6-13.5,.412,2.7-6.6,.402,3.2-3.9,.821,85,2013
85,"Omar Strong, G",TXSO,31,35.5,17.0,5.3-13.8,.384,3.9-10.6,.365,2.5-3.0,.848,86,2013
86,"Chris Flores, G",NJIT,29,33.3,16.9,5.5-14.1,.390,2.4-6.9,.348,3.6-4.7,.763,87,2013
87,"Sean Kilpatrick, G",CIN,33,34.3,16.9,5.7-14.3,.396,2.4-7.9,.307,3.2-4.3,.738,88,2013
88,"Cody Zeller, F",IND,33,29.4,16.9,5.7-9.9,.573,0.0-0.1,.000,5.5-7.3,.755,89,2013
89,"Joe Harris, G",UVA,32,32.4,16.9,5.7-12.0,.473,2.3-5.3,.432,3.3-4.3,.766,90,2013
90,"Billy Baron, G",CAN,31,34.8,16.9,5.4-12.4,.436,2.0-5.1,.389,4.1-4.9,.834,91,2013
91,"TaShawn Thomas, F",HOU,31,32.1,16.8,7.0-12.7,.549,0.0-0.3,.111,2.7-4.3,.644,92,2013
92,"Juan'ya Green, G",NIAG,32,37.9,16.8,5.4-13.3,.405,1.7-5.1,.337,4.3-5.3,.806,93,2013
93,"Jamaal Franklin, G",SDSU,31,32.8,16.7,5.0-12.4,.405,1.2-4.5,.270,5.5-7.1,.777,94,2013
94,"Chavaughn Lewis, F",MRST,31,35.2,16.7,6.1-14.6,.419,0.8-2.4,.338,3.7-5.9,.626,95,2013
95,"Justin Edwards, G",MAINE,29,32.8,16.7,6.0-13.8,.438,0.9-3.4,.273,3.7-5.4,.684,96,2013
96,"Brandon Young, G",DEP,32,31.5,16.7,5.6-12.8,.438,1.0-3.1,.313,4.5-6.1,.742,97,2013
97,"James Ennis, G-F",LBSU,32,33.4,16.7,5.6-11.3,.493,1.7-4.7,.358,3.8-4.6,.831,98,2013
98,"Kendrick Perry, G",YSU,28,35.0,16.7,5.1-11.6,.439,1.5-4.3,.339,5.0-6.0,.839,99,2013
99,"Malik Story, G",NEV,31,33.1,16.7,5.6-13.7,.407,2.7-7.5,.358,2.9-3.9,.742,100,2013
0,"Doug McDermott, F",CREI,33,33.6,26.9,9.4-17.9,.525,2.8-6.3,.454,5.3-6.1,.866,1,2014
1,"Antoine Mason, G",NIAG,33,37.6,25.6,8.2-18.5,.440,1.5-5.1,.286,7.9-10.8,.728,2,2014
2,"TJ Warren, F",NCST,33,35.3,24.8,9.7-18.5,.525,0.9-3.4,.277,4.4-6.2,.711,3,2014
3,"Billy Baron, G",CAN,33,38.9,24.2,7.2-15.5,.467,3.1-7.4,.424,6.5-7.4,.882,4,2014
4,"Patrick Miller, G",TNST,30,37.7,23.7,7.7-17.1,.447,1.5-4.4,.336,6.9-8.9,.776,5,2014
5,"Tyler Haws, G",BYU,32,34.6,23.4,7.7-16.4,.466,1.2-3.0,.411,6.8-7.8,.880,6,2014
6,"D.J. Balentine, G",EVAN,33,37.9,22.8,6.9-16.0,.434,2.4-5.9,.398,6.5-7.7,.847,7,2014
7,"Tyler Harvey, G",EWU,31,37.4,21.8,6.6-15.0,.443,3.5-8.1,.433,5.0-5.6,.897,8,2014
8,"Bryce Cotton, G",PROV,34,39.9,21.4,6.4-15.5,.413,2.2-5.9,.368,6.4-7.6,.849,9,2014
9,"Kendrick Perry, G",YSU,32,36.5,21.3,6.7-13.3,.506,1.9-5.4,.356,5.9-8.1,.736,10,2014
10,"Shawn Glover, F",ORU,33,34.9,21.3,8.3-16.6,.499,0.8-1.6,.481,4.0-4.8,.830,11,2014
11,"Alan Williams, C",UCSB,28,31.1,21.3,8.0-15.0,.533,0.0-0.0,.000,5.3-7.7,.685,12,2014
12,"Aaric Murray, C",TXSO,33,32.0,21.2,6.9-14.2,.485,0.8-2.6,.322,6.5-8.9,.735,13,2014
13,"James Daniel, G",HOW,28,31.8,21.0,5.5-15.0,.368,3.3-8.3,.394,6.6-8.3,.798,14,2014
14,"Sean Kilpatrick, G",CIN,33,33.7,20.7,6.3-14.9,.422,2.7-7.9,.345,5.4-6.3,.847,15,2014
15,"Travis Bader, G",OAK,33,37.6,20.6,5.6-14.5,.386,4.5-10.9,.408,5.0-5.3,.943,16,2014
16,"Jeremy Ingram, G",NCCU,33,34.3,20.6,6.1-13.9,.439,2.0-5.3,.375,6.4-8.3,.769,17,2014
17,"Roberto Nelson, G",ORST,31,32.8,20.5,6.2-14.0,.441,1.7-4.5,.391,6.5-7.8,.831,18,2014
18,"Cameron Bairstow, F",UNM,33,32.7,20.3,6.9-12.4,.556,0.0-0.1,.333,6.5-8.8,.739,19,2014
19,"Denzel Livingston, G",IW,27,32.9,20.3,6.4-12.9,.499,2.0-5.1,.394,5.4-7.0,.768,20,2014
20,"Reger Dowell, G",UTA,30,30.9,20.3,6.5-16.0,.405,3.2-9.0,.354,4.1-5.4,.765,21,2014
21,"Keifer Sykes, G",GB,30,34.3,20.3,6.5-13.9,.469,1.0-3.2,.309,6.3-7.7,.810,22,2014
22,"Andrew Rowsey, G",UNCA,32,36.1,20.3,6.3-14.7,.429,3.3-8.2,.405,4.3-5.2,.836,23,2014
23,"Jordan Downing, G-F",PRE,32,37.2,20.2,7.3-16.9,.434,2.5-6.8,.367,3.0-3.7,.815,24,2014
24,"Stephen Madison, F",IDHO,34,34.5,20.1,6.4-13.4,.477,1.1-3.5,.325,6.1-8.1,.760,25,2014
25,"Deonte Burton, G",NEV,32,38.6,20.1,6.7-14.3,.471,1.5-4.9,.314,5.1-6.9,.742,26,2014
26,"Zeke Upshaw, G",HOF,33,36.5,19.8,6.0-14.8,.403,2.8-7.9,.349,5.2-6.8,.756,27,2014
27,"Jabari Brown, G",MIZ,33,36.8,19.8,5.8-12.3,.468,2.3-5.7,.407,6.0-7.5,.802,28,2014
28,"Devon Saddler, G",DEL,27,37.0,19.7,6.8-15.5,.438,1.6-4.6,.350,4.5-6.3,.713,29,2014
29,"Isiah Umipig, G",SEA,30,33.1,19.5,6.1-15.8,.388,3.5-9.6,.369,3.7-4.5,.828,30,2014
30,"John Brown, F",HP,30,32.2,19.5,7.2-13.3,.543,0.0-0.1,.000,5.0-6.7,.743,31,2014
31,"David Brown, G",WMU,32,34.0,19.4,5.4-13.0,.418,2.4-7.4,.329,6.1-7.9,.772,32,2014
32,"QJ Peterson, G",VMI,31,33.0,19.4,6.5-16.0,.404,2.3-7.1,.318,4.3-5.7,.742,33,2014
33,"Jelani Hewitt, G",GASO,34,33.9,19.4,6.2-15.3,.406,2.5-6.9,.360,4.5-5.4,.832,34,2014
34,"Troy Huff, G",UND,33,29.4,19.4,6.2-13.8,.453,1.2-4.1,.299,5.7-7.5,.758,35,2014
35,"Jalan West, G",NWST,31,32.9,19.4,5.9-12.8,.463,2.3-5.5,.409,5.3-6.0,.876,36,2014
36,"Davon Usher, G",DEL,34,36.6,19.4,6.2-13.7,.451,2.4-6.7,.361,4.6-6.2,.744,37,2014
37,"Jabari Parker, F",DUKE,34,30.7,19.3,6.8-14.3,.478,1.1-3.0,.369,4.5-6.1,.744,38,2014
38,"Tyler Stone, F",SEMO,30,33.5,19.3,7.4-13.7,.544,0.8-2.3,.338,3.6-5.1,.712,39,2014
39,"George Beamon, G",MAN,29,31.1,19.2,5.8-14.0,.410,1.8-4.8,.371,5.9-7.2,.827,40,2014
40,"Sidney Sanders Jr., G",FDU,31,33.6,19.1,6.5-15.7,.416,1.0-2.9,.348,5.1-6.8,.752,41,2014
41,"Karvel Anderson, G",RMU,34,30.4,19.1,6.7-13.3,.507,3.1-6.9,.453,2.5-3.0,.842,42,2014
42,"Davion Berry, G",WEB,30,33.0,19.1,5.3-11.0,.477,1.9-5.0,.383,6.6-8.1,.816,43,2014
43,"Chris Denson, G",AUB,30,32.0,19.1,6.2-13.5,.461,0.7-2.8,.265,5.9-8.9,.657,44,2014
44,"Stephen Croone, G",FUR,30,33.3,19.1,5.8-12.5,.468,1.0-3.1,.323,6.4-8.5,.750,45,2014
45,"Elfrid Payton, G",ULL,34,35.8,19.1,6.7-13.1,.511,0.4-1.5,.260,5.3-8.6,.611,46,2014
46,"Marshall Henderson, G",MISS,30,31.1,19.0,5.7-16.2,.353,4.3-12.6,.342,3.3-4.0,.817,47,2014
47,"Jarekious Bradley, G",SEMO,32,31.3,19.0,6.8-13.7,.498,2.3-6.3,.373,3.0-3.9,.776,48,2014
48,"Pablo Bertone, G",FAU,30,33.8,19.0,6.9-15.3,.451,1.7-5.1,.338,3.5-4.8,.727,49,2014
49,"Justin Black, G",MORG,31,33.9,18.9,6.5-14.3,.452,1.7-5.7,.294,4.4-7.3,.600,50,2014
50,"Jerrelle Benimon, F",TOWS,33,36.1,18.9,6.2-11.7,.527,0.4-1.2,.341,6.1-8.5,.715,51,2014
51,"Dyami Starks, G",BRY,30,36.3,18.9,6.4-15.5,.415,2.9-8.0,.368,3.1-3.6,.860,52,2014
52,"Kareem Jamar, G",MONT,30,36.2,18.8,6.1-12.9,.472,1.5-4.3,.349,5.2-7.3,.712,53,2014
53,"Glenn Cosey, G",EKY,33,36.2,18.8,5.5-12.7,.431,3.3-7.8,.425,4.5-5.3,.841,54,2014
54,"Chasson Randle, G",STAN,33,34.7,18.7,6.1-12.5,.485,1.9-4.7,.397,4.7-6.2,.765,55,2014
55,"Marcus Thornton, G",W&M;,32,35.6,18.7,6.1-14.0,.435,2.9-7.2,.403,3.6-4.7,.779,56,2014
56,"D.J. Covington, F",VMI,31,29.5,18.7,7.2-12.4,.581,0.0-0.1,.000,4.3-6.5,.670,57,2014
57,"Shawn Long, F",ULL,33,29.6,18.7,7.0-13.4,.524,1.0-2.3,.427,3.6-5.4,.678,58,2014
58,"De'Mon Brooks, F",DAV,26,26.8,18.7,6.3-10.7,.590,0.5-1.2,.467,5.5-7.5,.733,59,2014
59,"Joe Young, G",ORE,32,31.2,18.6,5.9-12.4,.475,2.3-5.4,.416,4.5-5.1,.884,60,2014
60,"Alex Francis, F",BRY,32,36.0,18.6,7.0-12.2,.577,0.0-0.0,.000,4.5-7.4,.614,61,2014
61,"Jahii Carson, G",ASU,32,35.3,18.6,6.4-14.7,.435,1.1-2.9,.391,4.7-6.5,.716,62,2014
62,"Desmar Jackson, G",SIU,33,32.9,18.6,6.4-13.8,.466,0.7-2.5,.268,5.1-6.5,.780,63,2014
63,"Jordan McRae, G",TENN,33,31.8,18.6,5.9-13.7,.432,2.3-6.1,.371,4.5-5.7,.791,64,2014
64,"Anthony Ireland, G",LMU,32,35.8,18.5,6.0-14.7,.407,1.3-4.2,.308,5.3-6.5,.817,65,2014
65,"Javon McCrea, F",BUFF,29,32.3,18.5,7.0-12.4,.561,0.0-0.1,.500,4.6-6.8,.667,66,2014
66,"Trevor Releford, G",ALA,31,34.8,18.5,6.0-12.2,.496,2.3-5.9,.393,4.1-4.9,.848,67,2014
67,"Olivier Hanlan, G",BC,32,36.3,18.5,5.4-12.1,.447,1.9-5.5,.347,5.8-7.1,.811,68,2014
68,"Tristan Carey, G",LONG,31,32.7,18.5,6.6-15.2,.438,3.0-7.7,.395,2.1-2.7,.786,69,2014
69,"R.J. Hunter, G",GAST,32,33.5,18.4,5.5-12.3,.452,3.1-7.7,.398,4.3-4.8,.884,70,2014
70,"Kyle Wilson, G",ARMY,31,30.9,18.4,6.1-13.8,.443,2.0-4.7,.434,4.2-5.3,.791,71,2014
71,"Ovie Soko, F",DUQ,30,31.0,18.4,5.7-12.2,.467,0.5-1.7,.275,6.5-9.6,.675,72,2014
72,"Akeem Richmond, G",ECU,33,35.3,18.4,5.4-13.4,.404,4.6-11.6,.398,2.9-3.4,.848,73,2014
73,"Rodney Glasgow, G",VMI,31,36.8,18.4,6.5-13.7,.471,2.4-6.3,.387,3.0-3.4,.887,74,2014
74,"CJ Wilcox, G",WASH,32,34.9,18.3,6.2-13.6,.453,2.8-7.2,.391,3.2-3.7,.873,75,2014
75,"Chris Fouch, G",DREX,30,35.4,18.3,6.2-15.5,.399,2.4-7.4,.324,3.5-4.3,.822,76,2014
76,"J.J. Mann, G",BEL,33,34.9,18.3,6.0-12.8,.470,2.5-6.2,.402,3.8-4.3,.867,77,2014
77,"Z. Mason, F",CHAT,30,30.1,18.3,6.6-13.3,.493,1.3-3.8,.348,3.8-5.4,.714,78,2014
78,"T.J. Bray, G",PRIN,24,35.2,18.3,5.9-10.8,.548,2.1-5.0,.420,4.4-5.4,.808,79,2014
79,"KT Harrell, G",AUB,30,32.6,18.3,5.8-13.4,.433,2.2-6.1,.359,4.5-5.1,.870,80,2014
80,"Russ Smith, G",LOU,34,28.7,18.3,6.2-13.0,.475,2.0-4.9,.405,3.9-5.5,.715,81,2014
81,"Juwan Howard Jr., F",DET,32,34.5,18.3,6.8-16.1,.419,1.7-4.8,.344,3.1-3.7,.839,82,2014
82,"Branden Frazier, G",FOR,31,36.8,18.2,6.0-15.1,.397,1.5-5.1,.283,4.8-5.6,.855,83,2014
83,"Taylor Braun, G",NDSU,30,33.6,18.2,5.5-11.2,.491,1.4-3.1,.441,5.8-7.5,.781,84,2014
84,"Melvin Ejim, F",ISU,31,31.9,18.1,6.5-12.8,.506,1.3-3.7,.345,3.9-5.0,.769,85,2014
85,"Terran Petteway, F",NEB,31,31.6,18.1,5.7-13.3,.430,1.5-4.5,.343,5.1-6.3,.820,86,2014
86,"Christian Standhardinger, F",HAW,31,31.9,18.1,5.7-12.0,.474,0.4-1.5,.277,6.3-8.2,.768,87,2014
87,"Walt Lemon, G",BRAD,32,35.5,18.0,6.6-15.5,.424,0.9-3.1,.290,3.9-5.3,.746,88,2014
88,"Juwan Staten, G",WVU,32,37.3,18.0,6.2-12.8,.482,0.2-0.4,.357,5.5-7.6,.724,89,2014
89,"Corey Hawkins, G",UCD,30,33.8,18.0,5.7-12.8,.444,1.3-3.9,.322,5.3-7.0,.757,90,2014
90,"Ledrick Eackles, G",MCNS,31,31.6,17.8,5.1-14.0,.366,2.5-6.9,.364,5.0-6.6,.765,91,2014
91,"Marcus Smart, G",OKST,30,32.5,17.8,5.3-12.4,.425,1.6-5.3,.302,5.7-7.7,.736,92,2014
92,"Sean Armand, G",IONA,32,35.9,17.8,5.8-11.8,.495,2.9-6.6,.448,3.2-4.0,.789,93,2014
93,"Byron Wesley, G",USC,30,34.6,17.8,6.4-13.6,.467,0.8-2.4,.338,4.2-5.9,.713,94,2014
94,"D.J. Newbill, G",PSU,32,34.9,17.8,6.2-13.6,.459,1.4-4.1,.336,3.9-5.3,.750,95,2014
95,"D'Angelo Harrison, G",SJU,32,33.0,17.7,5.2-13.4,.386,1.9-5.2,.365,5.4-6.3,.861,96,2014
96,"Chad Frazier, G",UAB,31,35.3,17.7,5.5-13.7,.401,2.0-5.8,.339,4.8-6.5,.729,97,2014
97,"Jordan Clarkson, G",MIZ,33,35.0,17.7,6.0-13.4,.449,0.9-3.3,.278,4.7-5.7,.830,98,2014
98,"Rashad Whack, G",MSM,32,33.2,17.7,5.6-13.1,.424,2.5-6.8,.373,4.0-5.1,.796,99,2014
99,"Angelo Warner, G",MORE,33,34.8,17.6,5.4-11.8,.456,1.6-5.0,.329,5.2-6.3,.827,100,2014
0,"Tyler Harvey, G",EWU,31,36.8,22.9,7.1-15.2,.470,3.9-9.2,.428,4.7-5.6,.850,1,2015
1,"Zeek Woodley, G",NWST,31,31.5,22.6,8.3-14.7,.565,1.3-3.1,.406,4.7-5.8,.821,2,2015
2,"Denzel Livingston, G",IW,28,37.4,22.0,6.7-14.6,.459,1.6-4.7,.344,7.0-8.7,.807,3,2015
3,"Tyler Haws, G",BYU,34,32.0,21.9,7.2-15.1,.476,1.4-4.1,.355,6.0-6.9,.876,4,2015
4,"Damion Lee, G",DREX,27,38.1,21.4,6.3-14.4,.438,2.4-6.3,.385,6.4-7.2,.887,5,2015
5,"Saah Nimley, G",CHSO,30,35.6,21.2,5.9-15.3,.383,3.5-9.8,.353,6.0-7.3,.822,6,2015
6,"Amere May, G",DSU,32,34.2,21.0,7.1-17.0,.418,2.8-7.2,.387,4.0-4.9,.821,7,2015
7,"D.J. Newbill, G",PSU,34,37.1,20.7,7.1-15.9,.450,1.8-4.9,.370,4.6-6.1,.758,8,2015
8,"Chavaughn Lewis, F",MRST,29,35.7,20.6,7.0-16.9,.413,1.4-4.9,.289,5.1-7.7,.665,9,2015
9,"Corey Hawkins, G",UCD,27,33.1,20.4,6.5-13.0,.500,2.9-5.8,.490,4.6-5.6,.815,10,2015
10,"Cameron Payne, G",MURR,32,32.4,20.3,7.0-15.5,.455,2.3-6.2,.372,3.9-4.9,.797,11,2015
11,"Jalen Riley, G",ETSU,29,27.5,20.2,5.7-14.7,.387,2.8-7.4,.374,6.1-7.4,.827,12,2015
12,"Joe Young, G",ORE,34,36.5,20.2,7.2-16.2,.444,2.5-7.1,.354,3.3-3.6,.918,13,2015
13,"Ty Greene, G",UPST,33,33.8,20.2,6.6-14.6,.453,2.9-6.8,.427,4.0-5.4,.742,14,2015
14,"A.J. English, G",IONA,33,37.3,19.9,6.2-14.2,.436,3.2-8.0,.394,4.3-5.5,.781,15,2015
15,"Marcus Thornton, G",W&M;,32,36.6,19.9,6.5-14.0,.462,3.1-7.5,.408,3.9-4.7,.827,16,2015
16,"R.J. Hunter, G",GAST,33,36.8,19.8,5.8-14.8,.394,2.3-7.5,.304,5.8-6.7,.873,17,2015
17,"LaDontae Henton, F",PROV,33,36.9,19.7,6.8-14.8,.455,1.8-5.3,.341,4.4-5.8,.763,18,2015
18,"David Laury, F",IONA,33,35.3,19.6,7.1-14.8,.478,0.7-2.0,.364,4.7-6.9,.687,19,2015
19,"Jalan West, G",NWST,31,34.4,19.6,5.8-12.9,.451,2.5-6.1,.411,5.4-6.3,.861,20,2015
20,"Olivier Hanlan, G",BC,32,37.6,19.5,7.0-15.5,.454,2.0-5.8,.353,3.4-4.5,.759,21,2015
21,"James Sinclair, G",WCU,31,38.1,19.4,6.9-17.2,.402,1.6-5.2,.315,3.9-5.1,.767,22,2015
22,"D'Angelo Russell, G",OSU,33,33.5,19.3,6.6-14.4,.458,2.7-6.6,.415,3.4-4.5,.762,23,2015
23,"Mikh McKinney, G",SAC,30,37.0,19.3,6.9-13.4,.514,2.0-4.6,.439,3.5-4.4,.794,24,2015
24,"Derrick Marks, G",BSU,31,31.0,19.3,7.1-14.4,.494,2.1-4.8,.440,2.9-3.7,.789,25,2015
25,"Brad Waldow, F",SMC,30,34.6,19.3,7.7-13.7,.563,0.0-0.0,.000,3.9-5.9,.652,26,2015
26,"Andrew Rowsey, G",UNCA,31,32.6,19.2,5.7-14.5,.394,3.3-8.6,.382,4.5-4.9,.921,27,2015
27,"Jeff Short, G",NORF,33,34.1,19.2,6.3-12.6,.499,2.0-5.1,.387,4.7-5.7,.820,28,2015
28,"John Brown, F",HP,30,31.0,19.0,7.5-13.8,.546,0.0-0.2,.000,4.0-5.3,.748,29,2015
29,"Jerome Hill, F",WEBB,34,33.1,18.9,6.2-13.1,.473,0.2-1.1,.158,6.4-10.1,.628,30,2015
30,"Chasson Randle, G",STAN,32,36.0,18.9,5.7-14.6,.392,2.4-6.7,.358,5.1-5.7,.896,31,2015
31,"D.J. Balentine, G",EVAN,31,36.4,18.9,6.4-15.4,.417,1.8-5.0,.364,4.3-5.8,.739,32,2015
32,"Lawrence Alexander, G",NDSU,32,38.6,18.9,6.2-14.4,.428,3.1-7.1,.441,3.5-4.3,.810,33,2015
33,"Keifer Sykes, G",GB,32,35.0,18.8,6.5-14.2,.457,1.3-4.3,.312,4.4-5.6,.783,34,2015
34,"Ryan Harrow, G",GAST,28,32.3,18.7,7.4-14.6,.504,1.5-3.8,.390,2.5-3.5,.717,35,2015
35,"Dyami Starks, G",BRY,31,38.2,18.6,6.0-16.0,.377,3.2-9.2,.343,3.4-3.7,.913,36,2015
36,"Keon Moore, G",WIN,32,33.1,18.5,5.9-13.3,.443,3.2-7.3,.432,3.6-4.2,.859,37,2015
37,"KT Harrell, G",AUB,35,33.0,18.5,5.5-12.2,.453,2.8-6.5,.434,4.6-5.7,.814,38,2015
38,"Maodo Lo, G",CLMB,28,34.2,18.4,6.5-13.2,.489,3.0-7.0,.431,2.5-3.3,.769,39,2015
39,"Corey Walden, G",EKY,29,34.3,18.3,6.1-11.3,.537,1.3-4.1,.319,4.9-6.0,.816,40,2015
40,"Zaid Hearst, G",QUIN,30,36.9,18.3,6.6-15.2,.432,1.3-4.8,.278,3.8-5.0,.772,41,2015
