,PLAYER,TEAM,GP,MPG,OFF,ORPG,DEF,DRPG,REB,RPG,RP40,RK,Year
56,"Dinma Odiakosa, F",ILST,32,30.0,122,3.8,160,5.0,282,8.8,11.8,57,2010
57,"Landry Fields, G-F",STAN,32,36.3,81,2.5,199,6.2,280,8.8,9.6,58,2010
58,"Deilvez Yearby, F",IPFW,30,25.7,87,2.9,175,5.8,262,8.7,13.6,59,2010
59,"John Fields, F",UNCW,26,24.0,80,3.1,147,5.7,227,8.7,14.6,60,2010
60,"Kyle O'Quinn, C",NORF,30,28.3,80,2.7,181,6.0,261,8.7,12.3,61,2010
61,"Alvin Mofunanya, F",FDU,26,29.6,51,2.0,175,6.7,226,8.7,11.8,62,2010
62,"Patrick Sullivan, C",SELA,31,29.9,70,2.3,199,6.4,269,8.7,11.6,63,2010
63,"Gani Lawal, F",GT,34,26.0,103,3.0,192,5.6,295,8.7,13.4,64,2010
64,"Zvonko Buljan, F",TCU,31,28.8,63,2.0,204,6.6,267,8.6,12.0,65,2010
65,"Magnum Rolle, F-C",LT,33,30.7,119,3.6,165,5.0,284,8.6,11.2,66,2010
66,"Papa Dia, F",SMU,31,28.6,94,3.0,172,5.5,266,8.6,12.0,67,2010
67,"Chris Braswell, F",CHAR,31,22.6,89,2.9,177,5.7,266,8.6,15.2,68,2010
68,"Jason Love, F-C",XAV,32,27.3,106,3.3,168,5.3,274,8.6,12.5,69,2010
69,"Thomas Coleman, F-C",NCAT,32,27.1,99,3.1,175,5.5,274,8.6,12.6,70,2010
70,"Antwan Carter, C",LONG,31,25.1,106,3.4,159,5.1,265,8.5,13.6,71,2010
71,"Stephen Lumpkins, F",AMER,31,29.9,70,2.3,195,6.3,265,8.5,11.4,72,2010
72,"Craig Brackins, F",ISU,32,35.1,67,2.1,206,6.4,273,8.5,9.7,73,2010
73,"Derrick Favors, F",GT,34,27.4,102,3.0,188,5.5,290,8.5,12.5,74,2010
74,"Gordon Hayward, G-F",BUT,31,33.0,62,2.0,201,6.5,263,8.5,10.3,75,2010
75,"Wesley Johnson, F",SYR,32,34.7,66,2.1,204,6.4,270,8.4,9.7,76,2010
76,"Kelvin Martin, F",CHSO,30,32.1,103,3.4,150,5.0,253,8.4,10.5,77,2010
77,"Carl Montgomery, F",CHS,32,28.8,116,3.6,153,4.8,269,8.4,11.7,78,2010
78,"Jordan Glynn, F",SFA,32,29.3,103,3.2,164,5.1,267,8.3,11.4,79,2010
79,"Trey Thompkins, F",UGA,31,31.0,65,2.1,193,6.2,258,8.3,10.7,80,2010
80,"Liam Potter, F-C",SHU,29,27.3,95,3.3,146,5.0,241,8.3,12.2,81,2010
81,"Trevor Booker, F",CLEM,31,30.6,84,2.7,173,5.6,257,8.3,10.8,82,2010
82,"Jordan Williams, F",MD,31,24.4,87,2.8,170,5.5,257,8.3,13.6,83,2010
83,"Samme Givens, F",DREX,32,25.5,110,3.4,155,4.8,265,8.3,13.0,84,2010
84,"Gary Flowers, F",USM,33,31.3,83,2.5,190,5.8,273,8.3,10.6,85,2010
85,"Tommy Hubbard, G",ETSU,34,33.6,96,2.8,185,5.4,281,8.3,9.8,86,2010
86,"Charles Garcia, F",SEA,31,26.0,80,2.6,176,5.7,256,8.3,12.7,87,2010
87,"Olu Ashaolu, F",LT,33,27.9,105,3.2,167,5.1,272,8.2,11.8,88,2010
88,"Marshall Moses, F",OKST,31,24.5,78,2.5,177,5.7,255,8.2,13.4,89,2010
89,"Devin Ebanks, F",WVU,29,33.9,86,3.0,152,5.2,238,8.2,9.7,90,2010
90,"Jeff Foote, C",COR,31,27.4,71,2.3,183,5.9,254,8.2,12.0,91,2010
91,"Randy Berry, F",GB,33,28.8,106,3.2,163,4.9,269,8.2,11.3,92,2010
92,"Lazar Trifunovic, F",RAD,27,30.8,62,2.3,158,5.9,220,8.1,10.6,93,2010
93,"Isaac Butts, C",APP,34,25.8,103,3.0,174,5.1,277,8.1,12.6,94,2010
94,"Dane Diliegro, C",UNH,30,28.3,83,2.8,161,5.4,244,8.1,11.5,95,2010
95,"Hamidu Rahman, C",NMSU,32,26.4,115,3.6,144,4.5,259,8.1,12.3,96,2010
96,"Jonathan Rodriguez, F",CAMP,30,32.6,72,2.4,170,5.7,242,8.1,9.9,97,2010
97,"Sam Willard, F",PAC,31,30.7,78,2.5,172,5.5,250,8.1,10.5,98,2010
98,"Adam Constantine, F",ELON,32,28.6,82,2.6,176,5.5,258,8.1,11.3,99,2010
99,"Derrick Caracter, F",UTEP,26,26.4,71,2.7,138,5.3,209,8.0,12.2,100,2010
0,"Kenneth Faried, F-C",MORE,33,34.6,188,5.7,290,8.8,478,14.5,16.7,1,2011
1,"Ryan Rossiter, F",SIE,31,37.4,121,3.9,287,9.3,408,13.2,14.1,2,2011
2,"Jordan Williams, F",MD,33,32.5,121,3.7,267,8.1,388,11.8,14.5,3,2011
3,"Chris Gaston, F",FOR,28,33.9,96,3.4,220,7.9,316,11.3,13.3,4,2011
4,"Kyle O'Quinn, C",NORF,32,32.8,107,3.3,248,7.8,355,11.1,13.5,5,2011
5,"Augustine Rubit, F",USA,28,30.4,125,4.5,183,6.5,308,11.0,14.5,6,2011
6,"Arsalan Kazemi, F",RICE,32,29.8,120,3.8,231,7.2,351,11.0,14.7,7,2011
7,"John Brown, G",LIB,32,31.9,129,4.0,215,6.7,344,10.8,13.5,8,2011
8,"Kawhi Leonard, F",SDSU,33,32.2,108,3.3,244,7.4,352,10.7,13.3,9,2011
9,"Sam Willard, F",PAC,31,33.2,93,3.0,235,7.6,328,10.6,12.7,10,2011
10,"Rick Jackson, F",SYR,33,35.4,118,3.6,231,7.0,349,10.6,11.9,11,2011
11,"Trevor Mbakwe, F",MINN,31,30.9,97,3.1,230,7.4,327,10.5,13.7,12,2011
12,"Luke Sikma, F",PORT,31,31.1,100,3.2,227,7.3,327,10.5,13.6,13,2011
13,"Thomas Coleman, F-C",NCAT,31,31.9,116,3.7,209,6.7,325,10.5,13.1,14,2011
14,"George Odufuwa, F",UNT,32,31.8,80,2.5,253,7.9,333,10.4,13.1,15,2011
15,"P.J. Alawoya, F",MCNS,31,30.6,115,3.7,203,6.5,318,10.3,13.4,16,2011
16,"Mike Glover, F",IONA,33,34.4,125,3.8,212,6.4,337,10.2,11.9,17,2011
17,"Nikola Vucevic, F",USC,33,34.8,96,2.9,240,7.3,336,10.2,11.7,18,2011
18,"Jared Sullinger, F",OSU,34,31.9,116,3.4,228,6.7,344,10.1,12.7,19,2011
19,"Samme Givens, F",DREX,31,29.7,101,3.3,212,6.8,313,10.1,13.6,20,2011
20,"Keith Benson, C",OAK,34,32.2,91,2.7,252,7.4,343,10.1,12.5,21,2011
21,"John Henson, F",UNC,33,26.4,108,3.3,224,6.8,332,10.1,15.3,22,2011
22,"Greg Mangano, F",YALE,28,32.0,56,2.0,225,8.0,281,10.0,12.5,23,2011
23,"T.J. Robinson, F",LBSU,33,32.8,95,2.9,235,7.1,330,10.0,12.2,24,2011
24,"Jeff Allen, F",VT,32,32.5,89,2.8,228,7.1,317,9.9,12.2,25,2011
25,"Rashad Savage, F",CSB,28,27.9,136,4.9,140,5.0,276,9.9,14.1,26,2011
26,"Dario Hunt, F",NEV,32,29.7,116,3.6,193,6.0,309,9.7,13.0,27,2011
27,"Brian Voelkel, F",UVM,31,30.6,87,2.8,212,6.8,299,9.6,12.6,28,2011
28,"Frank Hassell, F",ODU,33,29.2,123,3.7,193,5.8,316,9.6,13.1,29,2011
29,"Eli Holman, F-C",DET,32,28.6,112,3.5,194,6.1,306,9.6,13.4,30,2011
30,"Brandon Bowdry, F",EMU,30,32.3,71,2.4,213,7.1,284,9.5,11.7,31,2011
31,"Justin Rutty, F",QUIN,24,30.7,97,4.0,130,5.4,227,9.5,12.3,32,2011
32,"Antwan Carter, C",LONG,31,32.5,72,2.3,221,7.1,293,9.5,11.6,33,2011
33,"Spencer Johnson, F",UMKC,30,33.1,95,3.2,188,6.3,283,9.4,11.4,34,2011
34,"Reggie Johnson, C",MIA,33,25.9,115,3.5,196,5.9,311,9.4,14.5,35,2011
35,"Lenny Daniel, F",CSN,32,28.5,114,3.6,187,5.8,301,9.4,13.2,36,2011
36,"Geddes Robinson, F",UVU,30,28.2,108,3.6,174,5.8,282,9.4,13.3,37,2011
37,"Olu Ashaolu, F",LT,32,30.9,86,2.7,214,6.7,300,9.4,12.1,38,2011
38,"Cameron Moore, F",UAB,27,33.8,55,2.0,198,7.3,253,9.4,11.1,39,2011
39,"Bernard Toombs, C",TROY,29,28.4,83,2.9,185,6.4,268,9.2,13.0,40,2011
40,"Papa Dia, F",SMU,31,34.1,93,3.0,193,6.2,286,9.2,10.8,41,2011
41,"Andrew Keister, F",HC,26,27.8,82,3.2,157,6.0,239,9.2,13.2,42,2011
42,"Alex Stepheson, F",USC,33,32.8,108,3.3,195,5.9,303,9.2,11.2,43,2011
43,"Kevin Thompson, F",MORG,31,28.7,110,3.5,173,5.6,283,9.1,12.7,44,2011
44,"Juan Pattillo, F",WKU,32,29.8,95,3.0,195,6.1,290,9.1,12.2,45,2011
45,"Reeves Nelson, F",UCLA,32,31.3,75,2.3,212,6.6,287,9.0,11.5,46,2011
46,"Kelvin Martin, F",CHSO,30,29.5,115,3.8,154,5.1,269,9.0,12.2,47,2011
47,"Will Donahue, C",CP,30,31.0,92,3.1,176,5.9,268,8.9,11.5,48,2011
48,"Terrence Jones, F",UK,33,31.5,85,2.6,209,6.3,294,8.9,11.3,49,2011
49,"Brian Qvale, C",MONT,31,31.0,97,3.1,178,5.7,275,8.9,11.4,50,2011
50,"Ken Horton, F",CCSU,31,35.4,92,3.0,183,5.9,275,8.9,10.0,51,2011
51,"Demond Watt, F",AMCC,31,33.4,115,3.7,160,5.2,275,8.9,10.6,52,2011
52,"Julian Boyd, F",LIU,32,25.9,101,3.2,182,5.7,283,8.8,13.7,53,2011
53,"Denzel Bowles, F",JMU,32,32.4,79,2.5,202,6.3,281,8.8,10.8,54,2011
54,"Josh Harrellson, F",UK,33,27.6,121,3.7,168,5.1,289,8.8,12.7,55,2011
55,"William Mosley, C",NWST,32,28.2,112,3.5,168,5.3,280,8.8,12.4,56,2011
56,"Draymond Green, F",MSU,33,29.9,83,2.5,200,6.1,283,8.6,11.5,57,2011
57,"Alex Oriakhi, F",CONN,35,29.6,132,3.8,167,4.8,299,8.5,11.6,58,2011
58,"Mason Plumlee, F",DUKE,34,25.8,82,2.4,208,6.1,290,8.5,13.2,59,2011
59,"Justin Greene, F",KENT,34,32.7,94,2.8,195,5.7,289,8.5,10.4,60,2011
60,"LaDaris Green, F",KENN,30,28.5,108,3.6,147,4.9,255,8.5,11.9,61,2011
61,"Keith Wright, F",HARV,29,32.3,95,3.3,150,5.2,245,8.4,10.5,62,2011
62,"Jarrod Jones, F",BALL,32,29.5,71,2.2,199,6.2,270,8.4,11.4,63,2011
63,"Lavoy Allen, F",TEM,31,33.2,81,2.6,180,5.8,261,8.4,10.1,64,2011
64,"Jamel McLean, F",XAV,30,30.4,109,3.6,143,4.8,252,8.4,11.0,65,2011
65,"Tim Johnson, F",WOF,33,28.5,108,3.3,169,5.1,277,8.4,11.8,66,2011
66,"Kendall Timmons, G-F",TULN,30,36.1,62,2.1,187,6.2,249,8.3,9.2,67,2011
67,"Brian Benson, F",UNH,30,25.1,71,2.4,177,5.9,248,8.3,13.2,68,2011
68,"Devon Lamb, G",LAM,30,25.2,100,3.3,148,4.9,248,8.3,13.1,69,2011
69,"Valdélicio Joaquim, C",HAW,29,25.7,87,3.0,152,5.2,239,8.2,12.8,70,2011
70,"Malcolm Thomas, F",SDSU,34,30.1,100,2.9,180,5.3,280,8.2,11.0,71,2011
71,"Chris Wright, F",DAY,35,28.7,78,2.2,210,6.0,288,8.2,11.5,72,2011
72,"Stephen Lumpkins, F",AMER,31,30.0,81,2.6,174,5.6,255,8.2,11.0,73,2011
73,"Julian Mavunga, F",M-OH,31,36.5,61,2.0,193,6.2,254,8.2,9.0,74,2011
74,"Dane Diliegro, C",UNH,27,28.4,77,2.9,144,5.3,221,8.2,11.5,75,2011
75,"Markieff Morris, F",KU,34,24.1,86,2.5,192,5.6,278,8.2,13.6,76,2011
76,"JaJuan Johnson, F-C",PUR,32,35.3,72,2.3,189,5.9,261,8.2,9.2,77,2011
77,"Derrick Williams, F",ARIZ,34,29.9,91,2.7,186,5.5,277,8.1,10.9,78,2011
78,"Greg Smith, C",FRES,31,30.4,70,2.3,182,5.9,252,8.1,10.7,79,2011
79,"Chehales Tapscott, F",PRST,24,28.9,71,3.0,124,5.2,195,8.1,11.3,80,2011
80,"Keith Clanton, F",UCF,30,30.6,79,2.6,164,5.5,243,8.1,10.6,81,2011
81,"Tony Bishop, F",TXST,32,25.3,89,2.8,170,5.3,259,8.1,12.8,82,2011
82,"Mamadou Seck, F",SIU,32,29.3,67,2.1,192,6.0,259,8.1,11.0,83,2011
83,"Matthew Bryan-Amaning, F",WASH,33,28.1,99,3.0,168,5.1,267,8.1,11.5,84,2011
84,"Jordan Glynn, F",SFA,29,31.6,87,3.0,146,5.0,233,8.0,10.2,85,2011
85,"Paul Carter, F",UIC,31,32.6,78,2.5,171,5.5,249,8.0,9.9,86,2011
86,"Stan Okoye, F",VMI,31,29.1,85,2.7,164,5.3,249,8.0,11.1,87,2011
87,"Tai Wesley, F",USU,33,29.2,93,2.8,172,5.2,265,8.0,11.0,88,2011
88,"Jack Eggleston, F",PENN,28,37.4,42,1.5,182,6.5,224,8.0,8.5,89,2011
89,"Alex Francis, F",BRY,30,30.9,80,2.7,159,5.3,239,8.0,10.3,90,2011
90,"Wil Carter, F",SJSU,32,30.7,92,2.9,162,5.1,254,7.9,10.4,91,2011
91,"Braxton Dupree, F",TOWS,29,30.9,74,2.6,156,5.4,230,7.9,10.3,92,2011
92,"Damian Saunders, F",DUQ,29,34.3,83,2.9,147,5.1,230,7.9,9.2,93,2011
93,"Sergio Kerusch, F",WKU,32,31.0,101,3.2,152,4.8,253,7.9,10.2,94,2011
94,"Herb Pope, F",HALL,30,27.1,86,2.9,150,5.0,236,7.9,11.6,95,2011
95,"Damen Bell-Holter, F-C",ORU,34,30.4,92,2.7,175,5.1,267,7.9,10.3,96,2011
96,"Chandler Parsons, F",FLA,32,33.8,70,2.2,181,5.7,251,7.8,9.3,97,2011
97,"Charles Funches, F",HAMP,32,31.9,73,2.3,178,5.6,251,7.8,9.8,98,2011
98,"Amin Stevens, F",FAMU,32,29.1,97,3.0,154,4.8,251,7.8,10.8,99,2011
99,"Matt Howard, F",BUT,31,30.1,87,2.8,156,5.0,243,7.8,10.4,100,2011
0,"O.D. Anosike, F",SIE,31,36.8,135,4.4,253,8.2,388,12.5,13.6,1,2012
1,"Thomas Robinson, F",KU,33,31.6,90,2.7,298,9.0,388,11.8,14.9,2,2012
2,"Jamelle Hagins, F",DEL,31,31.1,85,2.7,264,8.5,349,11.3,14.5,3,2012
3,"Kevin Jones, F",WVU,32,38.3,139,4.3,217,6.8,356,11.1,11.6,4,2012
4,"Andre Roberson, F",COLO,34,29.8,107,3.1,270,7.9,377,11.1,14.9,5,2012
5,"Drew Gordon, F",UNM,33,30.5,94,2.8,267,8.1,361,10.9,14.3,6,2012
6,"Wendell McKines, F",NMSU,34,33.5,115,3.4,252,7.4,367,10.8,12.9,7,2012
7,"Rob Jones, F",SMC,32,33.5,102,3.2,241,7.5,343,10.7,12.8,8,2012
8,"Arnett Moultrie, F",MSST,29,35.3,107,3.7,201,6.9,308,10.6,12.0,9,2012
9,"Mike Moser, F",UNLV,34,31.3,89,2.6,271,8.0,360,10.6,13.5,10,2012
10,"Cameron Moore, F",UAB,31,35.8,88,2.8,237,7.6,325,10.5,11.7,11,2012
11,"Kyle O'Quinn, C",NORF,34,31.3,108,3.2,247,7.3,355,10.4,13.3,12,2012
12,"Geddes Robinson, F",UVU,32,31.2,132,4.1,201,6.3,333,10.4,13.3,13,2012
13,"Draymond Green, F",MSU,34,33.0,73,2.1,279,8.2,352,10.4,12.5,14,2012
14,"Arsalan Kazemi, F",RICE,30,29.4,83,2.8,227,7.6,310,10.3,14.1,15,2012
15,"Herb Pope, F",HALL,31,31.2,105,3.4,214,6.9,319,10.3,13.2,16,2012
16,"Chris Cooper, F",ODU,33,29.1,139,4.2,198,6.0,337,10.2,14.1,17,2012
17,"John Henson, F",UNC,32,29.0,84,2.6,240,7.5,324,10.1,14.0,18,2012
18,"Robert Nwankwo, F",TOWS,32,33.0,145,4.5,178,5.6,323,10.1,12.2,19,2012
19,"T.J. Robinson, F",LBSU,33,32.0,108,3.3,225,6.8,333,10.1,12.6,20,2012
20,"Keith Rendleman, F",UNCW,31,33.0,117,3.8,194,6.3,311,10.0,12.1,21,2012
21,"Anthony Davis, F",UK,34,31.6,102,3.0,239,7.0,341,10.0,12.7,22,2012
22,"Dennis Tinnon, F",MRSH,34,29.3,135,4.0,203,6.0,338,9.9,13.6,23,2012
23,"Chris Gaston, F",FOR,28,33.9,111,4.0,165,5.9,276,9.9,11.6,24,2012
24,"Dario Hunt, F",NEV,32,32.7,125,3.9,189,5.9,314,9.8,12.0,25,2012
25,"Greg Mangano, F",YALE,28,32.0,89,3.2,182,6.5,271,9.7,12.1,26,2012
26,"Mike Groselle, C",CIT,30,35.3,117,3.9,171,5.7,288,9.6,10.9,27,2012
27,"Jackie Carmichael, F",ILST,33,28.5,74,2.2,242,7.3,316,9.6,13.5,28,2012
28,"Ike Azotam, F",QUIN,31,30.7,113,3.6,183,5.9,296,9.5,12.5,29,2012
29,"Julian Boyd, F",LIU,32,27.1,80,2.5,225,7.0,305,9.5,14.1,30,2012
30,"Valdélicio Joaquim, C",HAW,32,30.6,100,3.1,204,6.4,304,9.5,12.4,31,2012
31,"William Mosley, C",NWST,32,29.5,108,3.4,195,6.1,303,9.5,12.8,32,2012
32,"Tyler Zeller, F",UNC,34,27.7,130,3.8,186,5.5,316,9.3,13.4,33,2012
33,"Josh Davis, F",TULN,31,34.3,99,3.2,189,6.1,288,9.3,10.8,34,2012
34,"Chehales Tapscott, F",PRST,32,31.8,97,3.0,200,6.3,297,9.3,11.7,35,2012
35,"Richard Howell, F",NCST,34,26.8,120,3.5,195,5.7,315,9.3,13.8,36,2012
36,"Jared Sullinger, F",OSU,32,30.1,97,3.0,199,6.2,296,9.3,12.3,37,2012
37,"Augustine Rubit, F",USA,29,32.3,105,3.6,163,5.6,268,9.2,11.4,38,2012
